endTime,artistName,trackName,msPlayed
2023-03-12 16:01,Ghibran,Walk to the Throne,82909
2023-03-12 16:03,Sam C.S.,Night Is Dark,113000
2023-03-12 16:05,Anirudh Ravichander,Master the Blaster - Background Score,92250
2023-03-12 16:06,Ravi Basrur,Rocky Decides to Rule,62500
2023-03-12 16:11,Hesham Abdul Wahab,Darshana,1150
2023-03-12 16:11,Thalapathy Vijay,"Ranjithame (From ""Varisu"")",285130
2023-03-12 16:14,Vijay Prakash,"Raamam Raaghavam (From ""Rrr"")",231093
2023-03-12 16:15,Sam C.S.,"Yaanji - From ""Vikram Vedha""",35596
2023-03-12 16:18,Anirudh Ravichander,Lokiverse - Background Score,156330
2023-03-12 16:19,Ghibran,The Revelation (Interval BGM),86606
2023-03-12 16:23,Vishal Chandrashekhar,Inthandham,218808
2023-03-12 16:25,Rahul Sipligunj,"Naatu Naatu (From ""Rrr"")",134594
2023-03-12 16:25,Hiphop Tamizha,Sakkarakatti,11880
2023-03-12 16:25,Dhibu Ninan Thomas,"Adiye - From ""Bachelor""",2520
2023-03-12 16:25,Anirudh Ravichander,Vikram Title Track - Telugu,1850
2023-03-12 16:27,Ravi Basrur,Rocky Walks Up the Stairs,87364
2023-03-12 16:31,Vishal Chandrashekhar,"Oh Sita Hey Rama (From ""Sita Ramam (Telugu)"")",246412
2023-03-12 16:34,B. Ajaneesh Loknath,Varaha Roopam Daiva Va Rishtam,1100
2023-03-12 16:34,Kala Bhairava,"Krishna Trance (From ""Karthikeya 2"")",171442
2023-03-12 16:34,Ramana Gogula,Travelling Soldier,2960
2023-03-12 16:38,Yuvan Shankar Raja,"Ee Raathale (From ""Radhe Shyam"")",232762
2023-03-12 16:39,Anirudh Ravichander,"Udhungada Sangu (From ""Velai Illa Pattadhaari"")",70767
2023-03-12 16:39,Ravi Basrur,"Rocky,Since 1951",1990
2023-03-12 16:43,Thaman S,Kalaavathi,242322
2023-03-12 16:56,Devi Sri Prasad,Boss Party,133387
2023-03-12 17:01,S. P. Balasubrahmanyam,Narasimha,320527
2023-03-12 17:04,Mano,Kikku Yekkele,1956
2023-03-12 17:04,S. P. Balasubrahmanyam,Chuttu Chutti,123632
2023-03-12 17:06,Srinivas,Meriseti Puvvaa,154857
2023-03-12 17:08,Sriram,Yekku Tholi Mettu,133912
2023-03-12 17:10,M. M. Keeravani,Young Yama,89464
2023-03-12 17:19,Vasundhara Das,Shakalakka Baby,319607
2023-03-12 17:19,Ujjayinee Roy,Oosaravelli,1460
2023-03-12 17:19,Unni Menon,Vaalu Kanuladaanaa,2126
2023-03-12 17:19,"Shaan, Siddharth, Simha",Everybody,1665
2023-03-12 17:19,Ramana Gogula,Narajugakura,1195
2023-03-12 17:42,KK,Ye Mera Jaha,1103
2023-03-13 00:47,Rahul Sipligunj,"Naatu Naatu (From ""Rrr"")",214399
2023-03-13 00:47,Hemachandra Vedala,"Dosti (From ""RRR"")",1205
2023-03-13 01:26,Kala Bhairava,"Komuram Bheemudo (From ""RRR"")",202800
2023-03-13 01:30,"Chakri, Kousalya",Lunchkostava,4475
2023-03-13 01:30,M.L.R. Karthikeyan,Sooridu Sooridu,187672
2023-03-13 01:54,"Jessi Gift, Suchitra",Osa Osa,182680
2023-03-13 02:26,G. V. Prakash,Hosahore,204930
2023-03-13 02:26,Shahil Hada,Rooba Rooba,1470
2023-03-13 02:26,Vijay Prakash,Hello Rammante,1530
2023-03-13 02:26,Harris Jayaraj,Monna Kanipinchavu,1600
2023-03-13 02:26,Karunya,Vayyarala,930
2023-03-13 02:34,Anirudh Ravichander,"Sanchari (From ""Radhe Shyam"")",1180
2023-03-13 02:34,Srinivas,Snehithudaa,1120
2023-03-13 02:34,Anirudh Ravichander,Gangu Leader,1370
2023-03-13 02:34,Hariharan,Pachchadanamey,550
2023-03-13 02:34,Anirudh Ravichander,Ninnu Chuse Anandamlo,120
2023-03-13 02:34,Anirudh Ravichander,Hoyna Hoyna,254630
2023-03-13 02:38,Sid Sriram,Naa Kanulu Yepudu,249929
2023-03-13 02:43,L. V. Revanth,Telisiney Na Nuvvey,252286
2023-03-13 02:45,Alphonse,Emitemitemo,104973
2023-03-13 02:45,"Sagar, Sumangali (Humming)",Nuvvunte,1620
2023-03-13 02:50,KK,Feel My Love,299893
2023-03-13 02:53,Devi Sri Prasad,Uppenantha,180006
2023-03-13 04:25,Rahul Sipligunj,"Naatu Naatu (From ""Rrr"")",210640
2023-03-13 04:27,Sam C.S.,Dilli_s Swag,16633
2023-03-13 04:27,Anirudh Ravichander,Once Upon a Time,143709
2023-03-13 04:31,Santhosh Narayanan,"Thenmozhi (From ""Thiruchitrambalam"")",173225
2023-03-13 04:36,Anirudh Ravichander,"Arabic Kuthu - Halamithi Habibo (From ""Beast"")",279677
2023-03-13 04:37,Leon James,Gundellonaa,2258
2023-03-13 04:37,Anirudh Ravichander,Kanave Kanave,1599
2023-03-13 04:37,Anirudh Ravichander,Nee Paartha Vizhigal - The Touch of Love,1146
2023-03-13 04:37,Anirudh Ravichander,Idhazhin Oram - The Innocence of Love,1407
2023-03-13 04:37,Dhanunjay Seepana,"Naa Madhi (From ""Thiru"")",1004
2023-03-13 04:37,Anirudh Ravichander,Po Nee Po - The Pain of Love,436
2023-03-13 04:37,Anirudh Ravichander,"Dippam Dappam (From ""Kaathuvaakula Rendu Kaadhal"")",1315
2023-03-13 04:37,Dhanush,"Megham Karukatha (From ""Thiruchitrambalam"")",2311
2023-03-13 04:37,Dhanush,"Mayakkama Kalakkama (From ""Thiruchitrambalam"")",996
2023-03-13 04:37,Dhanush,Megham Karukatha,28719
2023-03-13 04:40,Anirudh Ravichander,"Bloody Sweet (From ""Leo"")",168540
2023-03-13 04:57,Anirudh Ravichander,Vikram - Title Track,82850
2023-03-13 12:16,Santhosh Narayanan,Dhoom Dhaam,182798
2023-03-13 12:17,Santhosh Narayanan,Ori Vaari,76741
2023-03-13 12:36,Santhosh Narayanan,Chamkeela Angeelesi,82623
2023-03-13 13:25,Santhosh Narayanan,Chamkeela Angeelesi,154407
2023-03-13 13:25,Santhosh Narayanan,Dhoom Dhaam,1368
2023-03-13 13:25,Santhosh Narayanan,O Re Chore,18063
2023-03-13 13:42,Santhosh Narayanan,Dhoom Dhaam,122486
2023-03-13 14:56,Devi Sri Prasad,Uppenantha,1040
2023-03-13 15:14,Adnan Sami,O Madhu,41070
2023-03-13 15:19,S. P. Balasubrahmanyam,Thakita Thadhimi,270640
2023-03-13 15:19,S.P. Charan,Nenu Nenuga,719
2023-03-13 15:23,Sri,Govinda Govinda,272300
2023-03-13 15:23,Ujjayinee Roy,Oosaravelli,10199
2023-03-13 15:28,B. Ajaneesh Loknath,Singara Siriye,281364
2023-03-13 15:29,B. Ajaneesh Loknath,Varaha Roopam Daiva Va Rishtam,6995
2023-03-13 15:35,Dhinesh Kanagara Thinam,Gala Gala,594
2023-03-13 15:35,Sooraj Santhosh,O Sayonara Sayonara,1020
2023-03-13 15:35,"Raja Hasan, Anoop Rubens, Sravani",Chinnadhana,1650
2023-03-13 15:35,Aalaap Raju,Endhuko Emo,330505
2023-03-13 15:40,Sooraj Santhosh,O Sayonara Sayonara,284537
2023-03-13 15:40,"Raja Hasan, Anoop Rubens, Sravani",Chinnadhana,9452
2023-03-13 15:44,Arijit Singh,Kanulanu Thaake,272360
2023-03-13 15:45,Nakash Aziz,Vaaram - First Look Somavaaram,1000
2023-03-13 15:45,Harris Jayaraj,Naaloney Pongaynu,4000
2023-03-13 15:45,Devi Sri Prasad,My Love Is Gone,1100
2023-03-13 15:45,A.R. Rahman,Poolane Kunukeyamantaa,1110
2023-03-13 15:45,Anirudh Ravichander,Emannavoo,1510
2023-03-13 15:45,Sid Sriram,"Arerey Manasa (From ""Falaknuma Das"")",1140
2023-03-13 15:45,"Amit Trivedi, Shashaa Tirupati, Yazin Nizar",Manasu Maree,1110
2023-03-13 15:45,Devi Sri Prasad,Baby He Loves You,1290
2023-03-13 15:47,Leon James,Gundellonaa,1240
2023-03-13 15:47,A.R. Rahman,Nuvvunte Naa Jathagaa,2850
2023-03-13 15:47,Armaan Malik,Rendu Kallu,151610
2023-03-13 15:48,"Hema Chandra, Saindhavi",Prema Desam,56750
2023-03-13 15:54,"Javed Ali, Suchitra",Surro Surra,324773
2023-03-13 15:54,G. V. Prakash,Pranama,4810
2023-03-13 15:57,Vishal Chandrashekhar,Oh Prema,770
2023-03-13 15:57,Vishal Chandrashekhar,Kaanunna Kalyanam,203350
2023-03-13 15:58,Vishal Chandrashekhar,Eppudo Ninnu,24500
2023-03-13 15:58,"Karthik, Shreya Ghoshal",Nee Jathaga,1530
2023-03-13 16:07,KK,Cheliya,288116
2023-03-13 16:11,Sid Sriram,Samajavaragamana,219818
2023-03-13 16:15,Anurag Kulkarni,Ramuloo Ramulaa,245760
2023-03-13 16:18,Roll Rida,OMG Daddy,228125
2023-03-13 16:22,Armaan Malik,Buttabomma,198782
2023-03-13 16:22,Shreya Ghoshal,Samajavaragamana - Female,5887
2023-03-13 16:25,Sri Krishna,Ala Vaikunthapurramuloo,193874
2023-03-13 16:25,"David Simon, Andrea",Oye Oye,7065
2023-03-13 16:25,"Sagar, Ranina Reddy",Pimple Dimple,330
2023-03-13 16:30,Karthik,Oka Maaru,277770
2023-03-13 16:32,Devi Sri Prasad,Legend,142970
2023-03-13 16:36,Vijay Yesudas,Nee Kanti Choopullo,240140
2023-03-13 16:45,"Karthik, Sumangali",Niluvaddham,357336
2023-03-13 16:51,Tippu,Something Something,332906
2023-03-13 17:03,S. P. Balasubrahmanyam,Ghal Ghal,231876
2023-03-13 17:08,Shankar Mahadevan,Chandrullo Unde,255292
2023-03-13 17:12,"Mallikarjun, Sagar",Pari Poke Pitta,217619
2023-03-13 17:13,Sagar,Padam Kadala,68541
2023-03-13 17:18,"Jessi Gift, Kalpana",Adirey Adirey,257162
2023-03-13 17:22,Vishal Chandrashekhar,Oh Sita Hey Rama,246412
2023-03-13 17:26,S.P. Charan,Nenu Nenuga,234919
2023-03-13 17:28,Hemachandra Vedala,Chudandi Saaru,119807
2023-03-13 17:30,M. M. Keeravani,Young Yama,165493
2023-03-13 17:35,Santhosh Narayanan,Dhoom Dhaam,121749
2023-03-13 17:39,Santhosh Narayanan,Ori Vaari,214500
2023-03-13 17:42,Santhosh Narayanan,Chamkeela Angeelesi,203052
2023-03-13 17:43,Santhosh Narayanan,Dhoom Dhaam,18358
2023-03-13 17:45,Anirudh Ravichander,Amar Theme - Background Score,148023
2023-03-13 17:47,Anirudh Ravichander,Sandhanam Theme - Background Score,106495
2023-03-13 17:49,Anirudh Ravichander,Amar & Gayathri - Background Score,82602
2023-03-13 17:50,Anirudh Ravichander,What's Cookin? - Background Score,79554
2023-03-13 17:51,Anirudh Ravichander,Moaning Theme - Background Score,84650
2023-03-13 17:53,Anirudh Ravichander,Marriage At 2AM - Background Score,87757
2023-03-13 17:54,Anirudh Ravichander,Wedding Party - Background Score,96255
2023-03-13 17:55,Anirudh Ravichander,Pablo Sandhanam - Background Score,45055
2023-03-13 17:58,Anirudh Ravichander,Agent Vikram - Background Score,189781
2023-03-13 18:00,Anirudh Ravichander,Ghost Unmasked - Background Score,74410
2023-03-13 18:01,Anirudh Ravichander,The Dilli Connect - Background Score,81237
2023-03-13 18:03,Anirudh Ravichander,The Vikram Squad - Background Score,94890
2023-03-13 18:04,Anirudh Ravichander,Shield Fight - Background Score,96938
2023-03-13 18:07,Anirudh Ravichander,Prabanjan Theme - Background Score,176701
2023-03-13 18:08,Anirudh Ravichander,The Name is Vikram - Background Score,49151
2023-03-13 18:09,Anirudh Ravichander,Agent Tina - Background Score,45055
2023-03-13 18:12,Anirudh Ravichander,Sound of Vikram - Background Score,184000
2023-03-13 18:14,Anirudh Ravichander,Porkanda Singam EDM Version (Additional Song),149433
2023-03-13 18:16,Anirudh Ravichander,Vikram Vs Sandhanam - Background Score,130571
2023-03-13 18:19,Anirudh Ravichander,Lokiverse - Background Score,156330
2023-03-13 18:20,Anirudh Ravichander,Rolex Theme - Background Score,53247
2023-03-13 18:21,Sam C.S.,Dilli_s Swag,50000
2023-03-13 18:22,Ghibran,The Revelation (Interval BGM),86606
2023-03-13 18:23,Ravi Basrur,Rocky Decides to Rule,62500
2023-03-13 18:24,G. V. Prakash,Intermission,46206
2023-03-13 18:25,Anirudh Ravichander,JD Intro - Background Score,80000
2023-03-13 18:26,Leon James,Gundellonaa,34624
2023-03-13 18:28,Sam C.S.,Night Is Dark,113000
2023-03-13 18:43,Sivam,Karuppu Vellai,29162
2023-03-14 00:49,Sivam,Karuppu Vellai,2040
2023-03-14 00:50,Ravi Basrur,Rocky Walks Up the Stairs,87364
2023-03-14 01:26,Shreya Ghoshal,Pillagali,257055
2023-03-14 01:30,K. S. Chithra,Evaro Ravali,172320
2023-03-14 01:30,S.P. Charan,Nenu Nenuga,670
2023-03-14 01:34,Yuvan Shankar Raja,"Ee Raathale (From ""Radhe Shyam"")",28748
2023-03-14 01:34,"Devi Sri Prasad, Geetha Madhuri",Darlingey,224026
2023-03-14 01:37,M. M. Keeravani,Nippulaa Swasa Ga,189303
2023-03-14 01:59,Devi Sri Prasad,"Poonakaalu Loading (From ""Waltair Veerayya"")",51196
2023-03-14 02:03,Sagar,Nee Kanne Gunnai,260048
2023-03-14 02:08,Devi Sri Prasad,Simham Simham,288574
2023-03-14 02:11,Suchith Sureshan,Singam Dance,191686
2023-03-14 02:16,M.L.R. Karthikeyan,Sooridu Sooridu,258977
2023-03-14 02:16,Shweta Mohan,Teliyadule,27593
2023-03-14 02:22,Mohit Chauhan,Matargashti,328052
2023-03-14 02:26,Pritam,Khairiyat,280281
2023-03-14 02:27,Vishal-Shekhar,Ishq Wala Love,32295
2023-03-14 02:31,Vishal-Shekhar,Nashe Si Chadh Gayi,1470
2023-03-14 02:31,Mithoon,"Aashiqui Aa Gayi(From ""Radhe Shyam"")",260133
2023-03-14 02:31,Ranveer Singh,Apna Time Aayega,14236
2023-03-14 02:36,Shreya Ghoshal,"Ek Do Teen (From ""Baaghi 2"")",243602
2023-03-14 02:40,Pritam,"Channa Mereya (From ""Ae Dil Hai Mushkil"")",289333
2023-03-14 02:41,Amit Trivedi,Love You Zindagi,1290
2023-03-14 02:41,Arijit Singh,"Main Tera Boyfriend (From ""Raabta"")",1730
2023-03-14 02:41,Arijit Singh,"Sooraj Dooba Hain (From ""Roy"")",1270
2023-03-14 02:41,Sunidhi Chauhan,Kashmir Main Tu Kanyakumari,32574
2023-03-14 02:41,Meet Bros.,"Befikra (From ""Befikra"")",2030
2023-03-14 02:44,Jasmine Sandlas,"Illegal Weapon 2.0 (From ""Street Dancer 3D"")",188606
2023-03-14 02:48,Darshan Raval,"Chogada (From ""Loveyatri"")",249741
2023-03-14 02:49,Arijit Singh,"Galti Se Mistake (From ""Jagga Jasoos"")",9711
2023-03-14 03:01,Armaan Malik,"Jab Tak (From ""M.S.Dhoni - The Untold Story"")",174039
2023-03-14 03:08,Arijit Singh,Zaalima,299333
2023-03-14 03:10,Dev Negi,Sweetheart,109357
2023-03-14 03:14,Atif Aslam,O Saathi,251818
2023-03-14 03:18,Arijit Singh,"Tujhe Kitna Chahne Lage (From ""Kabir Singh"")",284779
2023-03-14 03:19,Ajay-Atul,Abhi Mujh Mein Kahin,10771
2023-03-14 03:22,Amit Trivedi,Naina Da Kya Kasoor,210951
2023-03-14 03:28,Alka Yagnik,"Agar Tum Saath Ho (From ""Tamasha"")",341054
2023-03-14 03:29,Vishal-Shekhar,Bahara,80533
2023-03-14 03:29,Abhay Jodhpurkar,"Mere Naam Tu (From ""Zero"")",1960
2023-03-14 03:29,Arijit Singh,Pal Pal Dil Ke Paas- Title Track,2210
2023-03-14 03:31,Rashid Ali,Kabhi Kabhi Aditi,79280
2023-03-14 03:35,Shafqat Amanat Ali,Dildaara (Stand By Me),249660
2023-03-14 03:38,Pritam,Haan Main Galat,218644
2023-03-14 03:38,Suraj Jagan,Give Me Some Sunshine,2984
2023-03-14 03:42,Santhosh Narayanan,Chamkeela Angeelesi,186120
2023-03-14 03:44,Dhee,Enjoy Enjaami,58978
2023-03-14 06:31,G. V. Prakash,Inka Edho,152070
2023-03-14 13:08,"Anushka, Chorus",Dill Kaalaasee,1120
2023-03-14 13:27,"Karthik, Chorus",I Dont Want Luv,190090
2023-03-14 13:47,"Karthik, Jyothsna",Gore Gore,307200
2023-03-14 13:47,Srivardhani Kuchi,Manase Thadisela,26640
2023-03-14 13:51,S. P. Balasubrahmanyam,Chamak Cham,253090
2023-03-14 13:56,S. P. Balasubrahmanyam,Alli Billi,9731
2023-03-14 13:56,Shreya Ghoshal,Pillagali,286758
2023-03-14 13:57,Shreya Ghoshal,Yeh Aaina,74500
2023-03-14 14:01,Anurag Kulkarni,Ninnele,240070
2023-03-14 14:06,"Kunal Ganjawala, Shreya Ghoshal",Tu Tu Tu,262546
2023-03-14 14:07,"Rajesh, Shreya Ghoshal",Merupula,42602
2023-03-14 14:09,Shreya Ghoshal,Intha Duramochaka,150430
2023-03-14 14:14,Shreya Ghoshal,Neekosam,294590
2023-03-14 14:14,Shreya Ghoshal,Nuvve Na Shwasa,2790
2023-03-14 15:06,M. M. Keeravani,Siggesthondi,178470
2023-03-14 15:08,"Mano, Shreya Ghoshal",Chinnadamme Cheekulu,70950
2023-03-14 15:11,"Revanth, Shreya Ghoshal",Chiranjeeva,170870
2023-03-14 15:11,"Udit Narayan, Shreya Ghoshal",Entha Chinna Muddu,3230
2023-03-14 15:15,Shreya Ghoshal,Nuvvem Maya,238560
2023-03-14 15:22,"Shreya Ghoshal, Kalpana",Nammina Na Madhi,18128
2023-03-14 15:22,"Hari Haran, Shreya Ghoshal",Attarintiki,357461
2023-03-14 15:26,"Udit Narayan, Shreya Ghoshal",Vanochhenante,216080
2023-03-14 15:26,Shreya Ghoshal,Kotthaga Kotthaga - Telugu,2300
2023-03-14 15:26,Shreya Ghoshal,Neeku Naaku Madhya,2200
2023-03-14 15:26,"Udit Narayan, Shreya Ghoshal",Maagha Maasavela,4100
2023-03-14 15:30,Shreya Ghoshal,Avuno Teliyadu,5490
2023-03-14 15:30,Shreya Ghoshal,Vastunna Vachestunna - Telugu,212000
2023-03-14 15:30,Shreya Ghoshal,Samajavaragamana - Female,1170
2023-03-14 15:34,Shreya Ghoshal,Neeve Neeve,2070
2023-03-14 15:34,Sunidhi Chauhan,Sye Raa,258960
2023-03-14 15:34,Thaman S,"Naalo Neeku - From ""Mr. Majnu""",650
2023-03-14 15:34,D. Imman,Nuvve Leka Nene,1770
2023-03-14 15:34,Ajay-Atul,Suraiyya,1350
2023-03-14 15:40,"Anurag Kulkarni, Shreya Goshal",Mooga Manasulu,317300
2023-03-14 15:40,Shreya Ghoshal,Allasani Vaari,890
2023-03-14 15:40,Shreya Ghoshal,Neelo Ninnu,2769
2023-03-14 15:40,Shreya Ghoshal,Mandaara,860
2023-03-14 15:44,Shreya Ghoshal,Emo Idivarakemo,1240
2023-03-14 15:44,Sravani,Sukhibhava Annaru,0
2023-03-14 15:44,"Abhay Jodhpurkar, Shreya Ghoshal",Itu Itu Ani Chitikelu Evvarivo,1380
2023-03-14 15:44,Shreya Ghoshal,Jhoommani Jhoommani Aade,4569
2023-03-14 15:44,A.R. Rahman,Neeveyley Neeveyley,510
2023-03-14 15:44,Haricharan,Poye Pranam,0
2023-03-14 15:44,Shreya Ghoshal,Sukhibhava Annaru (From “Nene Raju Nene Mantri”),50
2023-03-14 15:44,Shreya Ghoshal,Punnami Puvvai,1040
2023-03-14 15:44,Anurag Kulkarni,Ninnele,240070
2023-03-14 15:44,Shreya Ghoshal,Blockbuster,1090
2023-03-14 15:44,Hariharan,You & Me,0
2023-03-14 15:44,"Shreya Ghoshal, Dhanunjay",Nee Navve,0
2023-03-14 15:44,"Armaan Malik, Shreya Ghoshal",Emo Emo,0
2023-03-14 15:44,Vijay Prakash,O Pilla Shubhanalla,240
2023-03-14 15:44,"Shreya Ghoshal, Vinod Yajamanya",Padipothunna Nee Mayalo,0
2023-03-14 15:44,Thaman S,Aunanaa Kaadanaa,0
2023-03-14 15:44,Shreya Ghoshal,Nijamenani Nammani,0
2023-03-14 15:48,A.R. Rahman,Poolane Kunukeyamantaa,216760
2023-03-14 15:54,"Shreya Ghoshal, Ashwin, Hari",Chinni Chinni Aasalu,315110
2023-03-14 16:01,"Karthik, Shreya Ghoshal",Nee Jathaga,274861
2023-03-14 16:06,Shreya Ghoshal,Chali Chaliga,297130
2023-03-14 16:10,Vijay Prakash,Neelo Valapu,217838
2023-03-14 16:10,Shreya Ghoshal,Inthaku Nuvvevaru,1740
2023-03-14 16:15,Shreya Ghoshal,Pillagali,286758
2023-03-14 16:15,Mohit Chauhan,Is This Love,0
2023-03-14 16:15,Devi Sri Prasad,Jala Jala Jalapaatham Nuvvu,10311
2023-03-14 16:15,A.R. Rahman,Pookkalae Sattru Oyivedungal,1230
2023-03-14 16:16,Shreya Ghoshal,Karmukilin,5010
2023-03-14 16:19,Mangli,Bullet,206769
2023-03-14 16:24,"Karthik, Jyothsna",Gore Gore,307200
2023-03-14 16:28,Anirudh Ravichander,Pathala Pathala,211384
2023-03-14 16:32,Anirudh Ravichander,Vikram - Title Track,218823
2023-03-14 16:35,Anirudh Ravichander,Wasted,182608
2023-03-14 16:37,Anirudh Ravichander,Porkanda Singam,130963
2023-03-14 16:39,Anirudh Ravichander,Once Upon a Time,143709
2023-03-14 16:44,Young Tiger NTR,Follow Follow,218801
2023-03-14 16:48,Devi Sri Prasad,Naa Manasu Neelo,261799
2023-03-14 16:48,Ravi Teja,Notanki Notanki,2059
2023-03-14 16:48,"Karthik, Sumangali",Niluvaddham,980
2023-03-14 16:48,Karthik,Neeli Neeli,1180
2023-03-14 16:49,"Raghu Dixit, Sooraj Santhosh, Rita",Chal Chalo Chalo,2190
2023-03-14 16:49,"Sagar, Haripriya",Andamaina Lokam,1360
2023-03-14 16:49,"Sagar, M.M.Manasi",Jaaruko,1060
2023-03-14 16:49,Sagar,Nammaka Thappani,9630
2023-03-14 16:49,Karthik,Kopama Napina,1200
2023-03-14 16:49,Karthik,Vaalu Kalla Vayyaari,1220
2023-03-14 16:49,"Sagar, Sunitha",Gusa Gusa,1450
2023-03-14 16:49,"Sagar, Sumangali (Humming)",Nuvvunte,880
2023-03-14 16:49,"Sagar, Suchitra",Jatha Kalise,1440
2023-03-14 16:49,Sagar,Jabilammavo,990
2023-03-14 16:49,"Sagar, Geetha Madhuri",Top Lesi Poddi,1060
